task,sample_id,hest_patient,source_url,donor_statement,donor_id,donor_label_status,notes,hest_dataset_title,hest_subseries,hest_source_page,correction
PRAD,MEND139,patient 2,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")",PRAD_patient2,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_V2_2,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND140,patient 2,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")",PRAD_patient2,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_V2_1,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND141,patient 2,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")",PRAD_patient2,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_V1_6,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND142,patient 2,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")",PRAD_patient2,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_V1_5,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND143,patient 2,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")",PRAD_patient2,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_V1_4,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND144,patient 2,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")",PRAD_patient2,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_V1_3,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND145,patient 2,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")",PRAD_patient2,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_V1_2,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND146,patient 2,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")",PRAD_patient2,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_V1_1,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND147,patient 2,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")",PRAD_patient2,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_H3_6,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND148,patient 2,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")",PRAD_patient2,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_H3_5,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND149,patient 2,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")",PRAD_patient2,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_H3_4,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND150,patient 2,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")",PRAD_patient2,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_H3_2,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND151,patient 2,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")",PRAD_patient2,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_H3_1,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND152,patient 2,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")",PRAD_patient2,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_H2_2,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND153,patient 2,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")",PRAD_patient2,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_H2_1,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND154,patient 1,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 1"")",PRAD_patient1,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_1_V1_2,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND156,patient 1,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 1"")",PRAD_patient1,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_1_H2_5,https://data.mendeley.com/datasets/svw96g68dv/5,
PRAD,MEND157,patient 1,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 1"")",PRAD_patient1,verified,"Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_1_H2_2,https://data.mendeley.com/datasets/svw96g68dv/5,
