sample_id,donor_id,donor_label_status,source_url,donor_statement,notes,correction
MEND143,PRAD_patient2,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND144,PRAD_patient2,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND145,PRAD_patient2,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND146,PRAD_patient2,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND147,PRAD_patient2,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND148,PRAD_patient2,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND149,PRAD_patient2,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND150,PRAD_patient2,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND151,PRAD_patient2,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND152,PRAD_patient2,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND153,PRAD_patient2,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 2"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND154,PRAD_patient1,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 1"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND156,PRAD_patient1,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 1"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND157,PRAD_patient1,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 1"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND158,PRAD_patient1,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 1"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND159,PRAD_patient1,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 1"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND160,PRAD_patient1,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 1"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND161,PRAD_patient1,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 1"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
MEND162,PRAD_patient1,verified,https://data.mendeley.com/datasets/svw96g68dv/3 ; https://doi.org/10.1038/s41586-022-05023-2,"Mendeley/GEO subseries strings group MEND samples into 2 patient subseries (matches HEST label ""patient 1"")","Source: Erickson et al. 2022 Nature (DOI 10.1038/s41586-022-05023-2), ""Spatially resolved clonal copy number alterations in benign and malignant tissue"" -- data deposited on Mendeley Data (data.mendeley.com/datasets/svw96g68dv, matching HEST's ""MEND"" source_prefix). Already verified in a prior round of this project directly from the Mendeley/GEO subseries strings: MEND139-153 (15 samples) belong to one patient subseries, MEND154-162 (8 samples) belong to a second, distinct patient subseries -- matching HEST's ""patient 2"" / ""patient 1"" split exactly (also consistent with a pixel-size discontinuity between the two groups: ~0.34-0.35 um/px for MEND139-153 vs ~0.57-0.69 um/px for MEND154-162, reflecting different scan batches per patient, though pixel size itself is NOT used here as evidence -- the subseries strings are). Independent corroboration: multiple downstream papers citing this dataset (e.g. arXiv 2501.15598) independently describe it as ""23 Visium samples from 2 patients... Both patients were diagnosed with prostatic acinar adenocarcinoma with a (4+3) Gleason score (ISUP group 4)"" -- identical wording to HEST's own task description, corroborating (not independently re-deriving) the 2-patient structure. data.mendeley.com is outside the network allowlist in this session, so the exact subseries folder-name strings could not be re-quoted verbatim in this pass; the prior round's direct reading of those strings is carried forward as previously verified.",
ZEN36,READ_specimen7,verified,https://zenodo.org (READ rectal-cancer cohort; specific record identified in prior round),"Prior-round reading of the Zenodo record groups ZEN36+ZEN40 as one specimen and ZEN48+ZEN49 as another (matches HEST label ""Patient 7"")","Already characterised in a prior round of this project: ZEN36 and ZEN40 are two sections of ONE specimen (matches HEST's ""Patient 7"" label for both), and ZEN48 and ZEN49 are two sections of a SECOND, distinct specimen (matches HEST's ""Patient 1"" label for both). Zenodo (zenodo.org) source records for this READ cohort were read in the prior round to establish this; this pass fills in the CSV rows and carries that established finding forward without re-deriving it from scratch (no contradiction with HEST's existing per-sample labels was found for READ).",
ZEN40,READ_specimen7,verified,https://zenodo.org (READ rectal-cancer cohort; specific record identified in prior round),"Prior-round reading of the Zenodo record groups ZEN36+ZEN40 as one specimen and ZEN48+ZEN49 as another (matches HEST label ""Patient 7"")","Already characterised in a prior round of this project: ZEN36 and ZEN40 are two sections of ONE specimen (matches HEST's ""Patient 7"" label for both), and ZEN48 and ZEN49 are two sections of a SECOND, distinct specimen (matches HEST's ""Patient 1"" label for both). Zenodo (zenodo.org) source records for this READ cohort were read in the prior round to establish this; this pass fills in the CSV rows and carries that established finding forward without re-deriving it from scratch (no contradiction with HEST's existing per-sample labels was found for READ).",
ZEN48,READ_specimen1,verified,https://zenodo.org (READ rectal-cancer cohort; specific record identified in prior round),"Prior-round reading of the Zenodo record groups ZEN36+ZEN40 as one specimen and ZEN48+ZEN49 as another (matches HEST label ""Patient 1"")","Already characterised in a prior round of this project: ZEN36 and ZEN40 are two sections of ONE specimen (matches HEST's ""Patient 7"" label for both), and ZEN48 and ZEN49 are two sections of a SECOND, distinct specimen (matches HEST's ""Patient 1"" label for both). Zenodo (zenodo.org) source records for this READ cohort were read in the prior round to establish this; this pass fills in the CSV rows and carries that established finding forward without re-deriving it from scratch (no contradiction with HEST's existing per-sample labels was found for READ).",
