id,hest_version_added,organ,species,st_technology,oncotree_code,disease_state,tissue,preservation_method,dataset_title,subseries,study_link,download_page_link1,download_source_prefix,license,data_publication_date,patient,patient_label,patient_label_status,donor_key_provisional,lab_provisional,lab_basis,pixel_size_um_estimated,pixel_size_um_embedded,px_pct_diff,resolution_uncertain,magnification,spots_under_tissue,nb_genes,inter_spot_dist,spot_diameter,fullres_px_width,fullres_px_height,in_benchmark,benchmark_task,duplicate_of,is_duplicate_of_other_id,nfiles_patches,nfiles_st,nfiles_cellvit_seg,nfiles_metadata,bytes_patches,bytes_st,bytes_cellvit_seg,bytes_metadata,bytes_four_components,bytes_wsis,bytes_transcripts,bytes_other_components,bytes_all_components
NCBI445,v1_0_0,Spinal cord,Mus musculus,Visium,,Healthy,Spinal cord,,The neurons that restore walking after paralysis [spatial transcriptomics],Slide2_4_B2,https://www.nature.com/articles/s41586-022-05385-7,                                            ,NCBI,CC BY 4.0,20-Jun-22,,,missing,,Defitech Center for Interventional Neurotherapies (NeuroRestore),doi-pubmed last-author affiliation (pmid=36352232),0.691257459721542,0.352777777777778,-48.965790847322374,True,20x,556,22127,100.0,55.0,12126,11935,False,,,False,1,1,2,1,86110600,27621493,322592,990,114055675,220833651,0,221801133,335856808
NCBI446,v1_0_0,Spinal cord,Mus musculus,Visium,,Healthy,Spinal cord,,The neurons that restore walking after paralysis [spatial transcriptomics],Slide2_3_B3,https://www.nature.com/articles/s41586-022-05385-7,                                            ,NCBI,CC BY 4.0,20-Jun-22,,,missing,,Defitech Center for Interventional Neurotherapies (NeuroRestore),doi-pubmed last-author affiliation (pmid=36352232),0.691494375,0.352777777777778,-48.983275854156005,True,20x,704,22127,100.0,55.0,11888,11981,False,,,False,1,1,2,1,109032400,34370713,5320571,988,148724672,225846015,0,226830252,375554924
NCBI447,v1_0_0,Spinal cord,Mus musculus,Visium,,Healthy,Spinal cord,,The neurons that restore walking after paralysis [spatial transcriptomics],Slide2_2_B1,https://www.nature.com/articles/s41586-022-05385-7,                                            ,NCBI,CC BY 4.0,20-Jun-22,,,missing,,Defitech Center for Interventional Neurotherapies (NeuroRestore),doi-pubmed last-author affiliation (pmid=36352232),0.689518386864025,0.352777777777778,-48.83707461635149,True,20x,444,22127,100.0,55.0,12171,11839,False,,,False,1,1,2,1,68767320,22304365,708523,989,91781197,229372571,0,230326257,322107454
NCBI448,v1_0_0,Spinal cord,Mus musculus,Visium,,Healthy,Spinal cord,,The neurons that restore walking after paralysis [spatial transcriptomics],Slide2_1_B2,https://www.nature.com/articles/s41586-022-05385-7,                                            ,NCBI,CC BY 4.0,20-Jun-22,,,missing,,Defitech Center for Interventional Neurotherapies (NeuroRestore),doi-pubmed last-author affiliation (pmid=36352232),0.690745545175859,0.352777777777778,-48.92796917163421,True,20x,574,22127,100.0,55.0,12368,11935,False,,,False,1,1,2,1,88894408,28013351,686833,989,117595581,229310175,0,230281696,347877277
NCBI449,v1_0_0,Spinal cord,Mus musculus,Visium,,Healthy,Spinal cord,,The neurons that restore walking after paralysis [spatial transcriptomics],Slide1_4_B1,https://www.nature.com/articles/s41586-022-05385-7,                                            ,NCBI,CC BY 4.0,20-Jun-22,,,missing,,Defitech Center for Interventional Neurotherapies (NeuroRestore),doi-pubmed last-author affiliation (pmid=36352232),0.68991831,0.352777777777778,-48.8667320950247,True,20x,561,22127,100.0,55.0,12368,11935,False,,,False,1,1,2,1,86883880,27135078,1280959,988,115300905,230307645,0,231204079,346504984
NCBI45,v1_0_0,Spinal cord,Mus musculus,Spatial Transcriptomics,,Diseased,Spinal cord,,Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,L8CN17_D1,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,NCBI,,5-Apr-19,,,missing,,Center for Genomics of Neurodegenerative Disease,doi-pubmed last-author affiliation (pmid=30948552),0.85905710044187,,,True,20x,305,16230,200.0,100.0,7682,8177,False,,,False,1,1,2,1,46939016,43958230,3802539,1087,94700872,85353727,0,86408919,181109791
NCBI450,v1_0_0,Spinal cord,Mus musculus,Visium,,Healthy,Spinal cord,,The neurons that restore walking after paralysis [spatial transcriptomics],Slide1_3_B2,https://www.nature.com/articles/s41586-022-05385-7,                                            ,NCBI,CC BY 4.0,20-Jun-22,,,missing,,Defitech Center for Interventional Neurotherapies (NeuroRestore),doi-pubmed last-author affiliation (pmid=36352232),0.688718330242264,0.352777777777778,-48.777640686042915,True,20x,652,22127,100.0,55.0,12272,11839,False,,,False,1,1,2,1,100979384,32886061,601136,989,134467570,219532725,0,220508807,354976377
NCBI451,v1_0_0,Spinal cord,Mus musculus,Visium,,Healthy,Spinal cord,,The neurons that restore walking after paralysis [spatial transcriptomics],Slide1_2_B3,https://www.nature.com/articles/s41586-022-05385-7,                                            ,NCBI,CC BY 4.0,20-Jun-22,,,missing,,Defitech Center for Interventional Neurotherapies (NeuroRestore),doi-pubmed last-author affiliation (pmid=36352232),0.690747034798132,0.352777777777778,-48.92807931041269,True,20x,619,22127,100.0,55.0,12368,11839,False,,,False,1,1,2,1,95864832,31374536,5462427,989,132702784,229004417,0,229983059,362685843
NCBI452,v1_0_0,Spinal cord,Mus musculus,Visium,,Healthy,Spinal cord,,The neurons that restore walking after paralysis [spatial transcriptomics],Slide1_1_B1,https://www.nature.com/articles/s41586-022-05385-7,                                            ,NCBI,CC BY 4.0,20-Jun-22,,,missing,,Defitech Center for Interventional Neurotherapies (NeuroRestore),doi-pubmed last-author affiliation (pmid=36352232),0.690296877067864,0.352777777777778,-48.89477419103318,True,20x,483,22127,100.0,55.0,12317,12031,False,,,False,1,1,2,1,74809808,24873204,666168,989,100350169,226100829,0,227055129,327405298
NCBI46,v1_0_0,Spinal cord,Mus musculus,Spatial Transcriptomics,,Diseased,Spinal cord,,Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,L8CN17_C2,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,NCBI,,5-Apr-19,,,missing,,Center for Genomics of Neurodegenerative Disease,doi-pubmed last-author affiliation (pmid=30948552),0.869798214311314,,,True,20x,321,15742,200.0,100.0,7659,8153,False,,,False,1,1,2,1,48794888,44736302,3704390,1087,97236667,70595111,0,71642992,168879659
NCBI460,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 26, 30 lesional lichen planus, rep 1 [21L008966]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,1.02080916718195,,,True,10x,1951,20613,100.0,55.0,8192,8136,False,,,False,1,1,2,1,299024296,10988715,4858596,1045,314872652,80896873,0,82231226,397103878
NCBI461,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 28, 33 lesional psoriasis, lichen planus, rep 2 [21L008965]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,1.05679307901512,,,True,10x,1987,20613,100.0,55.0,8136,8192,False,,,False,1,1,2,1,303674880,58381727,7270353,1056,369328016,72980715,0,74286635,443614651
NCBI462,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 28, 33 lesional psoriasis, lichen planus, rep 1 [21L008964]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,1.05296033912189,,,True,10x,2043,20613,100.0,55.0,7954,8192,False,,,False,1,1,2,1,314666360,30586727,4952257,1056,350206400,91462423,0,93008279,443214679
NCBI463,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 31, 32 lesional psoriasis, rep 2 [21L008963]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,1.05551689663332,,,True,10x,1253,20613,100.0,55.0,8182,8192,False,,,False,1,1,2,1,187850440,37801625,2413947,1036,228067048,54692797,0,55788053,283855101
NCBI464,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 31, 32 lesional psoriasis, rep 1 [21L008962]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,1.02323042021327,,,True,10x,1979,20613,100.0,55.0,8192,8126,False,,,False,1,1,2,1,302128320,46527935,3484482,1037,352141774,76481259,0,77818465,429960239
NCBI465,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 29 lesional pityriasis rubra pilaris - psoriasis, rep 2 [21L008961]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,1.05168174505311,,,True,10x,736,20613,100.0,55.0,7950,8192,False,,,False,1,1,2,1,109651024,10746856,4506126,1086,124905092,58736071,0,59860311,184765403
NCBI466,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 29 lesional pityriasis rubra pilaris - psoriasis, rep 1 [21L008960]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,1.05422424680548,,,True,10x,691,20613,100.0,55.0,7953,8192,False,,,False,1,1,2,1,105155096,11472959,2851561,1085,119480701,56378537,0,57479765,176960466
NCBI467,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 22, 19 lesional psoriasis, rep 2 [21L008959]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,1.05422424680549,,,True,10x,1906,20613,100.0,55.0,7941,8192,False,,,False,1,1,2,1,286640912,44868170,6182258,1036,337692376,73155209,0,74519827,412212203
NCBI468,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 22, 19 lesional psoriasis, rep 1 [21L008958]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,1.05677684367326,,,True,10x,1964,20613,100.0,55.0,8158,8192,False,,,False,1,1,2,1,294848584,42212564,5878695,1037,342940880,74475881,0,75861400,418802280
NCBI469,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 15 lesional atopic dermatitis, rep 2 [P16357_1054]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.523906528064127,,,True,20x,1504,20613,100.0,55.0,15983,16190,False,,,False,1,1,2,1,229805832,12479008,1904669,1056,244190565,368622935,0,369620688,613811253
NCBI47,v1_0_0,Spinal cord,Mus musculus,Spatial Transcriptomics,,Diseased,Spinal cord,,Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,L8CN17_C1,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,NCBI,,5-Apr-19,,,missing,,Center for Genomics of Neurodegenerative Disease,doi-pubmed last-author affiliation (pmid=30948552),0.833614837838758,,,True,20x,306,16148,200.0,100.0,7682,8177,False,,,False,1,1,2,1,47402984,43873932,3905760,1088,95183764,79979317,0,81014454,176198218
NCBI470,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 15 lesional atopic dermatitis, rep 1 [P16357_1053]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.52370932,,,True,20x,1350,20613,100.0,55.0,15983,16196,False,,,False,1,1,2,1,206430968,10917502,2341377,1054,219690901,358434091,0,359345222,579036123
NCBI471,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 14 lesional lichen planus, rep 2 [P16357_1052]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.522273829861246,,,True,20x,1117,20613,100.0,55.0,16917,17445,False,,,False,1,1,2,1,163691392,13045209,1163948,1047,177901596,385467179,0,386330049,564231645
NCBI472,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 14 lesional lichen planus, rep 1 [P16357_1051]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.524319014523726,,,True,20x,1122,20613,100.0,55.0,15983,17444,False,,,False,1,1,2,1,171435096,15174754,1371237,1047,187982134,372291047,0,373135227,561117361
NCBI473,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 14 non lesional lichen planus, rep 2 [P16357_1050]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.524646717865523,,,True,20x,744,20613,100.0,55.0,16917,17433,False,,,False,1,1,2,1,113517424,6192368,374582,1054,120085428,375594549,0,376293465,496378893
NCBI474,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 14 non lesional lichen planus, rep 1 [P16357_1049]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.524110113541166,,,True,20x,598,20613,100.0,55.0,15983,16203,False,,,False,1,1,2,1,90606528,6474902,251714,1054,97334198,322060471,0,322730327,420064525
NCBI475,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 13 lesional psoriasis, rep 2 [P16357_1048]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526217487079459,,,True,20x,1414,20613,100.0,55.0,15983,16235,False,,,False,1,1,2,1,211070648,15839478,285699,1040,227196865,486429219,0,487682721,714879586
NCBI476,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 13 lesional psoriasis, rep 1 [P16357_1047]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526639187691716,,,True,20x,1144,20613,100.0,55.0,15983,16222,False,,,False,1,1,2,1,171280440,12724136,9778,1040,184015394,471431977,0,472523116,656538510
NCBI477,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 13 non lesional psoriasis, rep 2 [P16357_1046]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.525931951417913,,,True,20x,791,20613,100.0,55.0,15983,16205,False,,,False,1,1,2,1,120178536,9019387,224830,1046,129423799,447436409,0,448382578,577806377
NCBI478,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 13 non lesional psoriasis, rep 1 [P16357_1045]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.52643148945227,,,True,20x,790,20613,100.0,55.0,15983,16209,False,,,False,1,1,2,1,122034408,10244982,324883,1046,132605319,451988539,0,452993279,585598598
NCBI479,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 12 lesional lichen planus, rep 2 [P16357_1044]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.527127743,,,True,20x,1040,20613,100.0,55.0,15983,16207,False,,,False,1,1,2,1,160443616,20459032,4204801,1046,185108495,460964425,0,461983353,647091848
NCBI48,v1_0_0,Spinal cord,Mus musculus,Spatial Transcriptomics,,Diseased,Spinal cord,,Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,L7CN58_D2,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,NCBI,,5-Apr-19,,,missing,,Center for Genomics of Neurodegenerative Disease,doi-pubmed last-author affiliation (pmid=30948552),0.840149755820146,,,True,20x,235,15670,200.0,100.0,7713,8210,False,,,False,1,1,2,1,36400600,33753470,2195184,1087,72350341,71159583,0,72335854,144686195
NCBI480,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 12 lesional lichen planus, rep 1 [P16357_1043]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.525944773947969,,,True,20x,695,20613,100.0,55.0,15983,16224,False,,,False,1,1,2,1,105928376,13407843,1128827,1046,120466092,481012363,0,481948776,602414868
NCBI481,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 12 non lesional lichen planus, rep 2 [P16357_1042]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526847298955896,,,True,20x,651,20613,100.0,55.0,15983,16235,False,,,False,1,1,2,1,100515416,9580495,384366,1054,110481331,490895247,0,491898027,602379358
NCBI482,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 12 non lesional lichen planus, rep 1 [P16357_1041]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526204243496044,,,True,20x,625,20613,100.0,55.0,15983,16216,False,,,False,1,1,2,1,96483456,8900029,548082,1054,105932621,472259119,0,473210926,579143547
NCBI483,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 11 lesional atopic dermatitis, rep 2 [P16357_1040]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.52639901372806,,,True,20x,923,20613,100.0,55.0,15983,16210,False,,,False,1,1,2,1,142945680,13638799,1744356,1054,158329889,472558363,0,473578366,631908255
NCBI484,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 11 lesional atopic dermatitis, rep 1 [P16357_1039]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.525735789508204,,,True,20x,713,20613,100.0,55.0,15983,16211,False,,,False,1,1,2,1,110269648,12203893,1332785,1054,123807380,479585811,0,480595405,604402785
NCBI485,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 11 non lesional atopic dermatitis, rep 2 [P16357_1038]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.525943642,,,True,20x,545,20613,100.0,55.0,15983,16224,False,,,False,1,1,2,1,84409384,10099829,381266,1061,94891540,491664785,0,492698347,587589887
NCBI486,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 11 non lesional atopic dermatitis, rep 1 [P16357_1037]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526138128475032,,,True,20x,305,20613,100.0,55.0,16917,17451,False,,,False,1,1,2,1,46939016,8330660,395524,1062,55666262,538096719,0,539049296,594715558
NCBI487,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 10 lesional psoriasis, rep 2 [P16357_1036]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526061427,,,True,20x,1014,20613,100.0,55.0,15983,16201,False,,,False,1,1,2,1,155638376,13560718,2462733,1038,171662865,486361117,0,487436165,659099030
NCBI488,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 10 lesional psoriasis, rep 1 [P16357_1035]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526847298955897,,,True,20x,1021,20613,100.0,55.0,15983,16235,False,,,False,1,1,2,1,155483720,13854729,890554,1039,170230042,475481763,0,476687926,646917968
NCBI489,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 10 non lesional psoriasis, rep 2 [P16357_1034]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526529318260924,,,True,20x,585,20613,100.0,55.0,15983,16206,False,,,False,1,1,2,1,90451872,7190997,260537,1047,97904453,505518909,0,506485743,604390196
NCBI49,v1_0_0,Spinal cord,Mus musculus,Spatial Transcriptomics,,Diseased,Spinal cord,,Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,L7CN58_D1,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,NCBI,,5-Apr-19,,,missing,,Center for Genomics of Neurodegenerative Disease,doi-pubmed last-author affiliation (pmid=30948552),0.836182224879896,,,True,20x,246,15400,200.0,100.0,7706,8203,False,,,False,1,1,2,1,37803408,34584752,2222703,1087,74611950,84822353,0,85990850,160602800
NCBI490,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 10 non lesional psoriasis, rep 1 [P16357_1033]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526704734459667,,,True,20x,617,20613,100.0,55.0,15983,16220,False,,,False,1,1,2,1,95555520,6368957,577013,1046,102502536,475560409,0,476505569,579008105
NCBI491,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 9 lesional lichen planus, rep 2 [P16357_1032]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526672789987259,,,True,20x,913,20613,100.0,55.0,15983,16221,False,,,False,1,1,2,1,141233560,20863077,3654749,1045,165752431,388124313,0,388980533,554732964
NCBI492,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 9 lesional lichen planus, rep 1 [P16357_1031]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.525736774984036,,,True,20x,814,20613,100.0,55.0,15983,16211,False,,,False,1,1,2,1,126066368,18509998,2852266,1045,147429677,378247063,0,379131142,526560819
NCBI493,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 9 non lesional lichen planus, rep 2 [P16357_1030]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.525574670929048,,,True,20x,566,20613,100.0,55.0,15983,16216,False,,,False,1,1,2,1,87038536,12595990,662040,1054,100297620,372269655,0,373138723,473436343
NCBI494,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 9 non lesional lichen planus, rep 1 [P16357_1029]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.525815232620948,,,True,20x,508,20613,100.0,55.0,15983,16228,False,,,False,1,1,2,1,76974992,12710232,652617,1054,90338895,404511821,0,405429447,495768342
