task,label_set,encoder,design,score,weighting,subset,alpha,w3_variant,n_folds,coverage,coverage_sd,width_mean,width_median,width_mean_spotgene,interval_score,miss_above,miss_below,neff_median,neff_frac,clip_rate,clip_rate_test,auc,auc_holdout,no_support,n_infinite,n_spot_gene,n_test_points_infinite,K_median,feasible_level,guaranteed_level,frac_morph_joined,sigma_clip_rate_cal,classifier_converged,frac_infinite,difference_list,_source
IDC,audited,resnet50,donor,scaled_clip,none,all,0.1,,3,0.8603740690748657,0.0298988913795517,490.1148474802303,15.337812596331451,489.2873676792888,493.46573285815793,0.0708747389403601,0.0687511919847741,4010.0,1.0,0.0,0.0,,,0,0,1776800,0,,,,,0.1169999291991956,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,donor,scaled_clip,none,all,0.2,,3,0.7820145562787083,0.027314751384725,265.71740659842266,7.242745624658643,265.137246509201,268.2808975547878,0.1129286119863121,0.1050568317349793,4010.0,1.0,0.0,0.0,,,0,0,1776800,0,,,,,0.1169999291991956,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,donor,scaled_clip,none,morph_joined,0.1,,3,0.8571868239697237,0.034960053579729,486.51405489912605,15.050618545967962,485.67670181007423,489.9194606081525,0.0719444931954916,0.0708686828347847,3940.0,1.0,0.0,0.0,,,0,0,1746650,0,,,,0.9816915123305718,0.1169999291991956,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,donor,scaled_clip,none,morph_joined,0.2,,3,0.7803522791709664,0.03045400186541,266.06036627011525,7.164721387531752,265.4370946075477,268.6357609981697,0.1129144127765348,0.1067333080524989,3940.0,1.0,0.0,0.0,,,0,0,1746650,0,,,,0.9816915123305718,0.1169999291991956,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,abs,W1,all,0.1,,4,0.8365696701330251,0.0542390077283916,4.795229292318575,4.344344658590128,4.795229292318575,7.781755287343684,0.1034620887915145,0.0599682410754603,116.07778330469142,0.0248367385079116,0.0052089402556479,0.999706982643739,0.9999889409845416,0.999937857518468,0,0,5330400,0,,,,,,True,0.0,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,abs,W1b,morph_joined,0.1,,4,0.8212702274780823,0.072289712145671,4.608464862733769,4.19048921940814,4.608464862733769,7.827749603889625,0.1111683113338751,0.0675614611880424,176.22792425588742,0.0529995626074995,0.0051125280194495,0.3981913363742118,0.9437741774962732,0.9431303069541094,0,0,5239950,0,,,,0.9810490754023156,,True,0.0,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,abs,W2,all,0.1,,4,0.8360400228642656,0.0652574683057516,4.7426884778744975,4.330681560573802,4.7426884778744975,7.758024414484072,0.1006846327549452,0.0632753443807891,3507.5,1.0,0.0,0.0,,,11,0,5330400,0,,,,,,True,0.0,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,abs,W3,all,0.1,nominal,4,1.0,0.0,,,,,0.0,0.0,3507.499999999999,1.0,0.0,0.0,,,0,5330400,5330400,106608,1.0,0.5,0.5,,,True,1.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,abs,W3,all,0.2,nominal,4,1.0,0.0,,,,,0.0,0.0,3507.499999999999,1.0,0.0,0.0,,,0,5330400,5330400,106608,1.0,0.5,0.5,,,True,1.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,abs,W3,all,0.5,feasible_level,4,0.9874830765606388,0.0048141661555176,9.904860583253429,9.695353494209138,9.904860583253429,9.937252137888764,0.008786236751027,0.003730686688334,3507.499999999999,1.0,0.0,0.0,,,0,0,5330400,0,1.0,0.5,0.5,,,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,abs,none,all,0.1,,4,0.8360400228642656,0.0652574683057516,4.7426884778744975,4.330681560573802,4.7426884778744975,7.758024414484072,0.1006846327549452,0.0632753443807891,3507.5,1.0,0.0,0.0,,,0,0,5330400,0,,,,,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,abs,none,all,0.2,,4,0.7506944598307991,0.0803615268828454,3.819358086191911,3.4290930854332102,3.819358086191911,6.214232010528337,0.1488900407781845,0.1004154993910162,3507.5,1.0,0.0,0.0,,,0,0,5330400,0,,,,,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,abs,none,morph_joined,0.1,,4,0.8356823484497763,0.0641854565064642,4.754333914818063,4.346649559968925,4.754333914818063,7.76307290037744,0.1004983451029593,0.0638193064472643,3430.0,1.0,0.0,0.0,,,0,0,5239950,0,,,,0.9810490754023156,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,abs,none,morph_joined,0.2,,4,0.750800184486311,0.0792056728546569,3.8385538898960023,3.446951267082865,3.8385538898960023,6.225755703178508,0.1484570993252812,0.1007427161884078,3430.0,1.0,0.0,0.0,,,0,0,5239950,0,,,,0.9810490754023156,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,scaled_clip,W1,all,0.1,,4,0.8471767743604056,0.086006083868303,93.04729556514089,6.501721412627439,93.04729556514089,96.195696826107,0.0969818698404891,0.0558413557991052,116.07778330469142,0.0248367385079116,0.0052089402556479,0.999706982643739,0.9999889409845416,0.999937857518468,0,0,5330400,0,,,,,0.0469425118300733,True,0.0,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,scaled_clip,W1b,morph_joined,0.1,,4,0.8460389527319236,0.0923814764718141,135.9369849147977,6.95906369515129,135.9369849147977,139.07601172048552,0.0921133161715211,0.0618477310965552,176.22792425588742,0.0529995626074995,0.0051125280194495,0.3981913363742118,0.9437741774962732,0.9431303069541094,0,0,5239950,0,,,,0.9810490754023156,0.0469425118300733,True,0.0,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,scaled_clip,W2,all,0.1,,4,0.8265370489638308,0.1105587931344722,67.0826548122081,5.806927184406128,67.0826548122081,70.6875911788944,0.1098619481865086,0.0636010028496604,3507.5,1.0,0.0,0.0,,,11,0,5330400,0,,,,,0.0469425118300733,True,0.0,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,scaled_clip,W3,all,0.1,nominal,4,1.0,0.0,,,,,0.0,0.0,3507.499999999999,1.0,0.0,0.0,,,0,5330400,5330400,106608,1.0,0.5,0.5,,0.0469425118300733,True,1.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,scaled_clip,W3,all,0.2,nominal,4,1.0,0.0,,,,,0.0,0.0,3507.499999999999,1.0,0.0,0.0,,,0,5330400,5330400,106608,1.0,0.5,0.5,,0.0469425118300733,True,1.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,scaled_clip,W3,all,0.5,feasible_level,4,0.9949459915525468,0.005362925037989,2415.637404562109,1935.1007238186885,2415.637404562109,2415.6574250434933,0.0035938241249763,0.0014601843224768,3507.499999999999,1.0,0.0,0.0,,,0,0,5330400,0,1.0,0.5,0.5,,0.0469425118300733,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,scaled_clip,none,all,0.1,,4,0.8265370489638308,0.1105587931344722,67.0826548122081,5.806927184406128,67.0826548122081,70.6875911788944,0.1098619481865086,0.0636010028496604,3507.5,1.0,0.0,0.0,,,0,0,5330400,0,,,,,0.0469425118300733,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,scaled_clip,none,all,0.2,,4,0.7409110486263438,0.1246086730737143,26.894420659393543,3.877671945649985,26.89442065939355,29.60696363621174,0.1601875839406477,0.0989013674330084,3507.5,1.0,0.0,0.0,,,0,0,5330400,0,,,,,0.0469425118300733,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,scaled_clip,none,morph_joined,0.1,,4,0.8257005112668471,0.1106529517634646,65.85182655016924,5.723691223636106,65.85182655016924,69.47395132976219,0.110258762780823,0.0640407259523298,3430.0,1.0,0.0,0.0,,,0,0,5239950,0,,,,0.9810490754023156,0.0469425118300733,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,patient,scaled_clip,none,morph_joined,0.2,,4,0.740459446625139,0.124618019070669,26.923588615271687,3.879001977859849,26.923588615271694,29.636513310072655,0.1602630997162495,0.0992774536586115,3430.0,1.0,0.0,0.0,,,0,0,5239950,0,,,,0.9810490754023156,0.0469425118300733,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,abs,W1,all,0.1,,4,0.8717302756213755,0.0026438376455244,2.6081674014805216,2.6218978482288917,2.608151142426929,3.837760684395669,0.0707971845068772,0.0574725398717471,5384.822675467627,0.9070472609834664,0.0050654331646983,0.0138737687816444,0.5890592335046263,0.4990977813114063,0,0,8884000,0,,,,,,True,0.0,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,abs,W1b,morph_joined,0.1,,4,0.8713898014430095,0.0027328031366374,2.611874402386801,2.616464596298828,2.6118830219740024,3.8409943093241794,0.0709862475505651,0.0576239510064253,5817.763328357021,0.9975485591655838,0.0051033068348251,0.0063057865526031,0.5123149448373471,0.4994179544188069,0,0,8731750,0,,,,0.9829809595533666,,True,0.0,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,abs,W2,all,0.1,,4,0.8717840889961719,0.0026229788918886,2.608387540206045,2.623921165369093,2.608396903768796,3.8376237590224527,0.0707721495724789,0.057443761431349,5926.5173971630375,0.999551136403312,0.0,0.0,,,0,0,8884000,0,,,,,,True,0.0,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,abs,W3,all,0.0001536570374923,feasible_level,1,0.9997016314917804,0.0001355489523144,8.449294887427694,8.410595006895463,8.449294887427694,9.706088049512314,0.0001588366539051,0.0001395318543146,6507.0,1.0,0.0,0.0,,,0,0,751250,0,6507.0,0.9998463429625076,0.9998463429625076,,,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,abs,W3,all,0.0001585539876327,feasible_level,1,0.9997099979358888,3.2966408996339e-05,8.298606494953479,8.28892423760055,8.298606494953479,9.55180368376673,0.0001118931043642,0.0001781089597469,6306.0,1.0,0.0,0.0,,,0,0,1002500,0,6306.0,0.9998414460123672,0.9998414460123672,,,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,abs,W3,all,0.0001799532121648,feasible_level,1,0.9996495260309548,3.740112258504673e-05,8.306632330874171,8.277608797156594,8.306632330874171,9.703765156254056,0.0001206849492856,0.0002297890197596,5556.0,1.0,0.0,0.0,,,0,0,1940000,0,5556.0,0.9998200467878352,0.9998200467878352,,,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,abs,W3,all,0.0003382949932341,feasible_level,1,0.999535232303808,9.745408076872932e-05,7.97695350019224,7.983659974074525,7.97695350019224,8.847817889764773,0.0002283945839507,0.0002363731122413,2955.0,1.0,0.0,0.0,,,0,0,5190250,0,2955.0,0.999661705006766,0.999661705006766,,,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,abs,W3,all,0.1,nominal,4,0.8719710781246354,0.002819275610768,2.60989897899379,2.624213521989692,2.60989897899379,3.83695646611778,0.0706793829592699,0.0573495389160946,5931.0,1.0,0.0,0.0,,,0,0,8884000,0,5931.0,0.9997923851923688,0.9997923851923688,,,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,abs,W3,all,0.2,nominal,4,0.7625266150439136,0.0034966173201134,1.9819430659217423,1.9736457244984016,1.9819430659217423,3.1495350096319195,0.1247658474771213,0.1127075374789651,5931.0,1.0,0.0,0.0,,,0,0,8884000,0,5931.0,0.9997923851923688,0.9997923851923688,,,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,abs,none,all,0.1,,4,0.8719710781246354,0.002819275610768,2.60989897899379,2.624213521989692,2.60989897899379,3.83695646611778,0.0706793829592699,0.0573495389160946,5931.0,1.0,0.0,0.0,,,0,0,8884000,0,,,,,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,abs,none,all,0.2,,4,0.7625266150439136,0.0034966173201134,1.9819430659217423,1.9736457244984016,1.9819430659217423,3.1495350096319195,0.1247658474771213,0.1127075374789651,5931.0,1.0,0.0,0.0,,,0,0,8884000,0,,,,,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,abs,none,morph_joined,0.1,,4,0.871761600125606,0.0028849172172422,2.6144895177937983,2.620002398378824,2.6144895177937983,3.8399008315536776,0.07081342322438,0.0574249766500139,5834.0,1.0,0.0,0.0,,,0,0,8731750,0,,,,0.9829809595533666,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,abs,none,morph_joined,0.2,,4,0.7622044942660913,0.0035794348838585,1.987552728301288,1.968591532050739,1.987552728301288,3.1543266233601184,0.1250011257988763,0.1127943799350324,5834.0,1.0,0.0,0.0,,,0,0,8731750,0,,,,0.9829809595533666,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,scaled_clip,W1,all,0.1,,4,0.8913596468459687,0.0020037701434984,2.863650530012217,2.6379645168190877,2.7103193405888275,3.8059346473796496,0.0669430667752696,0.0416972863787616,5384.822675467627,0.9070472609834664,0.0050654331646983,0.0138737687816444,0.5890592335046263,0.4990977813114063,0,0,8884000,0,,,,,0.0200024604506353,True,0.0,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,scaled_clip,W1b,morph_joined,0.1,,4,0.8918014798623574,0.0020562425608486,2.8704678902317187,2.642273960154692,2.715081898291732,3.80484406002465,0.0663820607640911,0.0418164593735514,5817.763328357021,0.9975485591655838,0.0051033068348251,0.0063057865526031,0.5123149448373471,0.4994179544188069,0,0,8731750,0,,,,0.9829809595533666,0.0200024604506353,True,0.0,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,scaled_clip,W2,all,0.1,,4,0.8915058332601473,0.0022959705401406,2.8650494834379248,2.638905536979526,2.7116001753301515,3.8061123871551046,0.0668801672144126,0.04161399952544,5926.5173971630375,0.999551136403312,0.0,0.0,,,0,0,8884000,0,,,,,0.0200024604506353,True,0.0,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,scaled_clip,W3,all,0.0001536570374923,feasible_level,1,0.9997516616579988,0.0001214296904986,25.28819764599828,20.37606290331337,24.02688628675929,26.977241117730603,0.000188028947765,6.030939423624456e-05,6507.0,1.0,0.0,0.0,,,0,0,751250,0,6507.0,0.9998463429625076,0.9998463429625076,,0.0200030736130321,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,scaled_clip,W3,all,0.0001585539876327,feasible_level,1,0.9997599169418268,7.612233943524902e-05,25.68573964128036,20.914742916811463,24.206357172813803,26.984833926679293,0.0001640755221823,7.600753599083524e-05,6306.0,1.0,0.0,0.0,,,0,0,1002500,0,6306.0,0.9998414460123672,0.9998414460123672,,0.02,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,scaled_clip,W3,all,0.0001799532121648,feasible_level,1,0.9997500200219778,8.285802225666224e-05,25.261591265538613,20.45111128836705,23.90827549982389,26.544152404605136,0.0001713813222833,7.859865573896541e-05,5556.0,1.0,0.0,0.0,,,0,0,1940000,0,5556.0,0.9998200467878352,0.9998200467878352,,0.02,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,scaled_clip,W3,all,0.0003382949932341,feasible_level,1,0.999467141721664,0.000109723637451,21.11270771975857,16.857825387748612,19.9563813741258,22.39913184334861,0.0003720792432785,0.0001607790350572,2955.0,1.0,0.0,0.0,,,0,0,5190250,0,2955.0,0.999661705006766,0.999661705006766,,0.0200067681895093,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,scaled_clip,W3,all,0.1,nominal,4,0.8915721966826485,0.0023035606781855,2.865906340832168,2.639581683786381,2.7123946862609687,3.806222689649759,0.0668405947000282,0.0415872086173232,5931.0,1.0,0.0,0.0,,,0,0,8884000,0,5931.0,0.9997923851923688,0.9997923851923688,,0.0200024604506353,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,scaled_clip,W3,all,0.2,nominal,4,0.7855700096239452,0.0031729335785102,2.132392095116082,1.971878746495599,2.02236991823974,3.0775989347681074,0.1217294237671012,0.0927005666089536,5931.0,1.0,0.0,0.0,,,0,0,8884000,0,5931.0,0.9997923851923688,0.9997923851923688,,0.0200024604506353,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,scaled_clip,none,all,0.1,,4,0.8915721966826485,0.0023035606781855,2.865906340832168,2.639581683786381,2.7123946862609687,3.806222689649759,0.0668405947000282,0.0415872086173232,5931.0,1.0,0.0,0.0,,,0,0,8884000,0,,,,,0.0200024604506353,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,scaled_clip,none,all,0.2,,4,0.7855700096239452,0.0031729335785102,2.132392095116082,1.971878746495599,2.02236991823974,3.0775989347681074,0.1217294237671012,0.0927005666089536,5931.0,1.0,0.0,0.0,,,0,0,8884000,0,,,,,0.0200024604506353,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,scaled_clip,none,morph_joined,0.1,,4,0.8918485219324339,0.0020701110655276,2.870696337023755,2.642500785012176,2.715322833199543,3.804792785491285,0.0663610827045147,0.0417903953630515,5834.0,1.0,0.0,0.0,,,0,0,8731750,0,,,,0.9829809595533666,0.0200024604506353,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,audited,resnet50,random,scaled_clip,none,morph_joined,0.2,,4,0.7857306222650429,0.0030588998212417,2.1396093526050084,1.97731388634501,2.0280640615816603,3.082317738725443,0.1212488511532261,0.0930205265817309,5834.0,1.0,0.0,0.0,,,0,0,8731750,0,,,,0.9829809595533666,0.0200024604506353,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,shipped,resnet50,donor,abs,W1,all,0.1,,4,0.8445128206944389,0.0597729720137521,4.767925430726625,4.287401830993464,4.767925430726625,7.588960164209632,0.099879914897855,0.0556072644077061,142.17525317183785,0.0237235788253642,0.00516809278637,0.9997631777531588,0.9999913038275076,0.9999514911816642,0,0,5330400,0,,,,,,True,0.0,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",a3_by_task__resnet50__main.csv
IDC,shipped,resnet50,donor,abs,W1b,morph_joined,0.1,,4,0.817855472651225,0.0836137535543067,4.46089047122585,4.010975808843777,4.46089047122585,7.747865922738238,0.1186213540750053,0.0635231732737695,171.42756391867363,0.0289821745619055,0.0050941306809891,0.5124682251534306,0.9567124691283934,0.9566499295453011,0,0,5239950,0,,,,0.9818068239940968,,True,0.0,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",a3_by_task__resnet50__main.csv
IDC,shipped,resnet50,donor,abs,W2,all,0.1,,4,0.8419051503568484,0.0661313565795168,4.692385078743397,4.262692633235592,4.692385078743397,7.578268839398647,0.1038804002155645,0.0542144494275871,4010.0,1.0,0.0,0.0,,,11,0,5330400,0,,,,,,True,0.0,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",a3_by_task__resnet50__main.csv
IDC,shipped,resnet50,donor,abs,W3,all,0.1,nominal,4,1.0,0.0,,,,,0.0,0.0,4009.9999999999977,0.9999999999999998,0.0,0.0,,,0,5330400,5330400,106608,1.0,0.5,0.5,,,True,1.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,shipped,resnet50,donor,abs,W3,all,0.2,nominal,4,1.0,0.0,,,,,0.0,0.0,4009.9999999999977,0.9999999999999998,0.0,0.0,,,0,5330400,5330400,106608,1.0,0.5,0.5,,,True,1.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,shipped,resnet50,donor,abs,W3,all,0.5,feasible_level,4,0.9887066870649462,0.0039357009312312,9.763892775183123,9.546145341169174,9.763892775183123,9.797378039415891,0.0084536738284853,0.0028396391065684,4009.9999999999977,0.9999999999999998,0.0,0.0,,,0,0,5330400,0,1.0,0.5,0.5,,,True,0.0,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,a3_by_task__resnet50__main.csv
IDC,shipped,resnet50,donor,abs,none,all,0.1,,4,0.8419051503568484,0.0661313565795168,4.692385078743397,4.262692633235592,4.692385078743397,7.578268839398647,0.1038804002155645,0.0542144494275871,4010.0,1.0,0.0,0.0,,,0,0,5330400,0,,,,,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,shipped,resnet50,donor,abs,none,all,0.2,,4,0.7613642557798347,0.0829897701714584,3.827558886248003,3.3994777368964098,3.827558886248003,6.051335943926074,0.1505612500694726,0.0880744941506924,4010.0,1.0,0.0,0.0,,,0,0,5330400,0,,,,,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,shipped,resnet50,donor,abs,none,morph_joined,0.1,,4,0.8411277570017476,0.0650431502203983,4.697312200627697,4.261971699007824,4.697312200627697,7.590425253243765,0.1041389156175225,0.0547333273807298,3940.0,1.0,0.0,0.0,,,0,0,5239950,0,,,,0.9818068239940968,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,shipped,resnet50,donor,abs,none,morph_joined,0.2,,4,0.7605256981928904,0.0815975760423981,3.8379708040273286,3.408711687926518,3.8379708040273286,6.0649600864391084,0.1508748734652661,0.0885994283418436,3940.0,1.0,0.0,0.0,,,0,0,5239950,0,,,,0.9818068239940968,,True,0.0,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,a3_by_task__resnet50__main.csv
IDC,shipped,resnet50,donor,scaled_clip,W1,all,0.1,,4,0.8565589857650879,0.0764540353476407,54.91542853983984,5.852130783779962,54.91542853983983,57.63440462203013,0.0926230497737402,0.0508179644611717,142.17525317183785,0.0237235788253642,0.00516809278637,0.9997631777531588,0.9999913038275076,0.9999514911816642,0,0,5330400,0,,,,,0.0331453167982339,True,0.0,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",a3_by_task__resnet50__main.csv
IDC,shipped,resnet50,donor,scaled_clip,W1b,morph_joined,0.1,,4,0.8417736590324746,0.0930270728693689,103.75834392114326,6.060320644997464,103.75834392114326,106.76995505730967,0.1013485282631442,0.0568778127043812,171.42756391867363,0.0289821745619055,0.0050941306809891,0.5124682251534306,0.9567124691283934,0.9566499295453011,0,0,5239950,0,,,,0.9818068239940968,0.0331453167982339,True,0.0,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",a3_by_task__resnet50__main.csv
